device,model,Weight Packing,Memory Usage,batch size,tokens_per_second,run_time_seconds,Avg Prefill Time (s),Max Prefill Time (s),Min Prefill Time (s),Avg Single Deocde Time (s),Min Single Deocde Time (s),Max Single Deocde Time (s),Avg Deocde Time For 999 Tokens (s),Max Deocde Time For 999 Tokens (s),Min Deocde Time For 999 Tokens (s),average_power_watts,max_power_watts,min_power_watts,total_energy_joules,energy_per_iteration_joules,joules_per_token
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.FLOAT16,4.993982791900635,128,832.2540201335943,153.79920630455018,10.023289775848388,10.03536581993103,10.009759187698364,0.13955714747951076,0.12936711311340332,0.2132887840270996,139.41759033203124,139.64425611495972,139.2836594581604,93.3108903003258,325.955,66.573,74566.12000000011,14913.224000000022,0.11650956250000018
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.FLOAT16,4.993982791900635,64,433.36681553090636,147.72225770950317,5.020067262649536,5.025564670562744,5.0163733959198,0.1414281412645861,0.13155698776245117,0.20939135551452637,141.28671312332153,141.65401816368103,140.7084949016571,88.34295288671024,319.282,67.664,62623.94600000046,12524.789200000092,0.19569983125000143
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.FLOAT16,4.993982791900635,32,219.0178182524654,146.115891456604,2.5433273315429688,2.5487258434295654,2.539121150970459,0.14174931180608405,0.1337141990661621,0.2180194854736328,141.60756249427794,142.4714286327362,140.8715968132019,74.576853626943,310.062,63.311,54455.26699999999,10891.053399999999,0.34034541874999996
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.FLOAT16,4.993982791900635,16,109.62421244309894,145.9799723625183,1.2728157043457031,1.2758758068084717,1.2696292400360107,0.14328098798299338,0.1330711841583252,0.21639037132263184,143.13770699501038,143.41555619239807,142.79358983039856,69.27383524752476,306.745,62.312,51774.63499999978,10354.926999999956,0.6471829374999972
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.FLOAT16,4.993982791900635,8,54.738209374872284,146.15035066604614,0.645580244064331,0.6481425762176514,0.6394145488739014,0.14183043622159147,0.13037896156311035,0.2094259262084961,141.68860578536987,142.6842486858368,140.40534090995789,66.16235165502582,319.325,60.08,48622.107000000775,9724.421400000156,1.2155526750000194
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.FLOAT16,4.993982791900635,4,27.492188387204298,145.49683923721312,0.33465213775634767,0.3362910747528076,0.33087921142578125,0.14220609898801084,0.1325373649597168,0.29219627380371094,142.06389288902284,143.50555849075317,141.17519640922546,65.5488757959852,294.82,61.875,48090.57400000002,9618.114800000005,2.404528700000001
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.FLOAT16,4.993982791900635,2,13.782268000890298,145.11518363952638,0.18087472915649414,0.18324756622314453,0.17725586891174316,0.14230095994126452,0.13138532638549805,0.25144290924072266,142.15865898132324,144.1438853740692,140.98464250564575,79.49150588235294,213.439,57.605,47814.6950000003,9562.93900000006,4.78146950000003
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.FLOAT16,4.993982791900635,1,7.020708635410613,142.43756399154663,0.1471945285797119,0.1478288173675537,0.1463301181793213,0.13918003854570207,0.13029170036315918,0.20474028587341309,139.04085850715637,139.66092324256897,138.41190886497498,64.23856034184087,188.932,60.358,45960.35600000061,9192.071200000122,9.192071200000122
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.NAIVE,0.8037362098693848,128,652.5725313032583,196.1516345024109,10.044173431396484,10.053483963012695,10.038782596588135,0.181633103096688,0.1688220500946045,0.2725241184234619,181.4514699935913,182.20105957984924,180.89732003211975,272.3294175824176,324.061,125.293,99897.13499999978,19979.426999999956,0.15608927343749965
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.NAIVE,0.8037362098693848,64,339.84820711298624,188.32499833106993,5.030437803268432,5.034326553344727,5.028312683105469,0.17943104614127983,0.16727519035339355,0.2718977928161621,179.25161509513856,179.82479977607727,178.42789268493652,115.99882738944365,323.332,76.561,86462.20100000035,17292.44020000007,0.2701943781250011
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.NAIVE,0.8037362098693848,32,173.03587537308763,184.94325127601624,2.5509832859039308,2.554710865020752,2.548222541809082,0.18087782855029103,0.16600918769836426,0.2639281749725342,180.69695072174073,182.7848517894745,179.0139422416687,84.86189257878685,312.06,67.8,77524.91699999943,15504.983399999886,0.48453073124999646
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.NAIVE,0.8037362098693848,16,86.12844768463071,185.77418112754822,1.2839593887329102,1.2876718044281006,1.2824430465698242,0.17884566614458391,0.1629161834716797,0.26367831230163574,178.66682047843932,181.16601872444153,176.65641856193542,122.79373703703705,307.305,71.113,75895.52099999972,15179.104199999943,0.9486940124999964
