device,model,Weight Packing,Memory Usage,batch size,tokens_per_second,run_time_seconds,Avg Prefill Time (s),Max Prefill Time (s),Min Prefill Time (s),Avg Single Deocde Time (s),Min Single Deocde Time (s),Max Single Deocde Time (s),Avg Deocde Time For 999 Tokens (s),Max Deocde Time For 999 Tokens (s),Min Deocde Time For 999 Tokens (s),average_power_watts,max_power_watts,min_power_watts,total_energy_joules,energy_per_iteration_joules,joules_per_token
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.FLOAT16,4.993982791900635,1,6.873262162556371,145.4994743824005,0.14222474098205568,0.14560246467590332,0.14085984230041504,0.13965409797233147,0.129258394241333,0.2228257656097412,139.51444387435913,139.9852650165558,138.8843502998352,64.87815375038905,70.97,59.799,46250.064999997616,9250.012999999522,9.250012999999523
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.NAIVE,0.8005623817443848,1,5.492250107151427,182.1020543575287,0.18216094970703126,0.1864943504333496,0.17906737327575684,0.17725842392838395,0.158461332321167,0.23070383071899414,177.08116550445556,178.95822381973267,172.80730295181274,78.57759259259258,88.92,59.042,74347.0380000025,14869.4076000005,14.869407600000502
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.FLOAT16,4.993982791900635,2,13.801083896660273,144.91646852493287,0.14333486557006836,0.1464548110961914,0.14069032669067383,0.14200824827283948,0.1295013427734375,0.22536778450012207,141.86624002456665,143.0771667957306,140.7130069732666,65.18821233527247,72.739,58.963,51303.24099999666,10260.648199999332,5.130324099999666
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.NAIVE,0.8005623817443848,2,11.041848071754222,181.13431758880614,0.18462209701538085,0.18962311744689941,0.18016505241394043,0.18397303739706197,0.1663050651550293,0.2397139072418213,183.7890643596649,184.6761839389801,181.09021830558777,79.1972967032967,89.102,71.783,73670.02199999988,14734.004399999976,7.367002199999988
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.FLOAT16,4.993982791900635,4,28.00332662888546,142.8406843185425,0.14166827201843263,0.1430678367614746,0.1402122974395752,0.13944912415009003,0.13602900505065918,0.2166900634765625,139.30967502593995,140.059326171875,138.84012532234192,64.73479247202441,71.113,61.396,51969.256999999285,10393.851399999858,2.5984628499999642
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.NAIVE,0.8005623817443848,4,21.554260177514593,185.58736476898193,0.18543038368225098,0.1875009536743164,0.18349671363830566,0.183741906216672,0.17127490043640137,0.27553629875183105,183.5581643104553,184.59558629989624,181.82337141036987,77.67680881355932,92.034,66.617,73125.84900000691,14625.169800001382,3.6562924500003455
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.FLOAT16,4.993982791900635,8,55.66631494589201,143.71535139083863,0.141762638092041,0.14379405975341797,0.13983631134033203,0.1396020834391062,0.13628530502319336,0.21578645706176758,139.4624813556671,139.93098950386047,139.18720483779907,65.15380524861878,71.64,60.12,52789.06900000572,10557.813800001144,1.319726725000143
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.NAIVE,0.8005623817443848,8,43.659837164974554,183.25021023750304,0.1830528736114502,0.18562817573547363,0.18085551261901855,0.18061310082703858,0.16653990745544434,0.27212977409362793,180.43248772621155,184.46750903129578,179.0107774734497,81.25207920792079,88.327,65.962,76336.76399999857,15267.352799999713,1.9084190999999642
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.FLOAT16,4.993982791900635,16,111.01666771832454,144.13429956436158,0.1448904037475586,0.1475238800048828,0.14319562911987305,0.14192044465272158,0.13711118698120117,0.22095251083374023,141.77852420806886,142.75109457969666,141.07834005355835,67.0547080782145,73.08,59.16,52066.604000002146,10413.320800000429,0.6508325500000268
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.NAIVE,0.8005623817443848,16,85.83011604158548,186.4316180229187,0.18677783012390137,0.18983030319213867,0.18483328819274902,0.18437716175724675,0.17155051231384277,0.27412891387939453,184.1927845954895,185.67068481445312,183.11411046981812,80.74313973799127,95.956,66.139,77457.548999995,15491.509799999,0.9682193624999375
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.FLOAT16,4.993982791900635,32,226.46367099390176,141.30439500808717,0.14059734344482422,0.1431257724761963,0.13932299613952637,0.1391408656810497,0.13513922691345215,0.2192685604095459,139.00172481536865,140.5212013721466,138.17838978767395,66.12461135371179,73.129,59.199,49393.19400000572,9878.638800001145,0.3087074625000358
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.NAIVE,0.8005623817443848,32,173.14110051888233,184.82556900978088,0.1870795726776123,0.19362759590148926,0.18157076835632324,0.18224501142034064,0.16686582565307617,0.24348735809326172,182.06276640892028,182.78665351867676,180.66309881210327,84.35759136118214,100.18,70.686,77636.90600000322,15527.381200000644,0.4852306625000201
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.FLOAT16,4.993982791900635,64,451.8054061737335,141.65795049667358,0.1408538341522217,0.1430058479309082,0.13864898681640625,0.1391869307280303,0.13521933555603027,0.22076201438903809,139.04774379730225,139.72474336624146,138.5576479434967,76.65277777777777,85.023,69.24,54881.31399999559,10976.262799999118,0.17150410624998622
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.NAIVE,0.8005623817443848,64,342.4398489443145,186.89780173301696,0.18650250434875487,0.19492769241333008,0.18311214447021484,0.18362164201440515,0.17671585083007812,0.28313565254211426,183.43802037239075,184.60388493537903,182.91002368927002,88.77738429752067,102.631,68.007,86153.90599998832,17230.781199997662,0.26923095624996346
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.FLOAT16,4.993982791900635,128,885.6936113588959,144.52243695259094,0.14420886039733888,0.14671969413757324,0.14261198043823242,0.14078614017268917,0.1369459629058838,0.21575617790222168,140.64535403251648,141.70884585380554,139.6266384124756,74.27094318181818,89.82,64.877,60620.71400000155,12124.14280000031,0.09471986562500243
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.NAIVE,0.8005623817443848,128,680.1848183455695,188.18861331939698,0.1894294261932373,0.19155383110046387,0.18623113632202148,0.18554286517657795,0.1779804229736328,0.28021693229675293,185.35732231140136,186.33108973503113,184.53421759605408,93.29582503863988,113.521,72.69,88904.14699999988,17780.829399999977,0.13891272968749982
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.FLOAT16,4.993982791900635,256,1760.545976262644,145.40998330116273,0.1415079116821289,0.14241313934326172,0.13980340957641602,0.13952712158302408,0.13384389877319336,0.21754717826843262,139.38759446144104,140.48335790634155,138.31122994422913,82.25151578947369,108.455,62.52,69169.35000000894,13833.870000001789,0.054038554687506984
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.NAIVE,0.8005623817443848,256,1360.4634534874365,188.190758562088,0.18436479568481445,0.18622303009033203,0.18090319633483887,0.1830650446054575,0.16769862174987793,0.2832052707672119,182.88197956085205,183.5249035358429,182.19518518447876,102.1716635235732,125.376,61.56,97448.58900000155,19489.71780000031,0.07613171015625121
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.FLOAT16,4.993982791900635,512,3387.2876425903723,151.1574872970581,0.14226980209350587,0.14440464973449707,0.14061379432678223,0.13971342252897428,0.1365213394165039,0.21772289276123047,139.5737091064453,140.19427514076233,139.14274740219116,147.65885750636133,185.739,90.179,117694.06200000644,23538.812400001287,0.045974242968752514
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.NAIVE,0.8005623817443848,512,2630.300561961259,194.65797901153564,0.1888427734375,0.19608402252197266,0.18148350715637207,0.18354819859112348,0.16645193099975586,0.2433633804321289,183.36465039253235,184.38601422309875,182.34116315841675,125.54517857142858,156.72,63.789,157220.58100000024,31444.116200000048,0.06141428945312509
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.FLOAT16,14.55535364151001,1024,6137.789356070507,166.83902759552,0.14945659637451172,0.15109562873840332,0.14861345291137695,0.1486611938094711,0.14263701438903809,0.22829675674438477,148.51253261566163,148.93703866004944,148.16709184646606,195.1592705882353,221.767,95.768,175888.23000001907,35177.64600000381,0.03435316992187872
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.NAIVE,5.60375452041626,1024,5001.642090054339,204.73299899101258,0.2004387378692627,0.25980472564697266,0.18197965621948242,0.18584232664442396,0.17813849449157715,0.28230881690979004,185.65648431777953,187.43905901908875,184.13064455986023,186.37042086320236,238.999,63.252,218451.47499999404,43690.294999998805,0.04266630371093633
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.FLOAT16,14.55535364151001,2048,10026.41973318217,204.26183452606202,0.18141908645629884,0.22444534301757812,0.16973328590393066,0.16906017035216064,0.16559147834777832,0.2322239875793457,168.89111018180847,169.246666431427,168.51300168037415,263.34491303821966,327.385,139.025,288194.31200000644,57638.862400001286,0.02814397578125063
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.NAIVE,5.60375452041626,2048,9039.916185563136,226.551171875,0.19322729110717773,0.1988227367401123,0.19102191925048828,0.19151942455494128,0.18617963790893555,0.28777408599853516,191.32790513038634,192.3353292942047,190.59783792495728,258.3491709078786,320.482,124.125,329215.9820000231,65843.19640000463,0.03214999824218976
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.FLOAT16,14.55535364151001,4096,10256.603197971008,399.35253658294675,0.3329050064086914,0.3341853618621826,0.3298475742340088,0.3292193934962795,0.32576823234558105,0.33814573287963867,328.8901741027832,329.6210777759552,327.3779993057251,271.5514274509804,316.397,142.39,544912.2319999933,108982.44639999866,0.026607042578124674
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.NAIVE,5.60375452041626,4096,9773.974111563368,419.0721484661102,0.35484700202941893,0.3626992702484131,0.34971070289611816,0.34941375205466696,0.3474259376525879,0.3604099750518799,349.0643383026123,349.10825181007385,349.0387532711029,271.7157883913342,318.094,97.339,572402.3569999933,114480.47139999867,0.027949333837890302
